Name;Duration;r_shoulder_y;r_shoulder_x;r_arm_z;r_elbow_y;r_wrist_z;r_wrist_x;head_z;head_y;l_hip_x;l_hip_z;l_hip_y;l_knee_y;l_ankle_y;l_shoulder_y;l_shoulder_x;l_arm_z;l_elbow_y;l_wrist_z;l_wrist_x;bust_y;bust_x;r_hip_x;r_hip_z;r_hip_y;r_knee_y;r_ankle_y;abs_x;abs_y;abs_z
assis base;5.0;S-31.16;S97.63;S-5.76;S-19.03;S73.17;S30.06;S8.36;S8.3;S14.81;S-4.97;S5.32;S123.82;S67.3;S-30.55;S-95.78;S-21.32;S-19.21;S-74.05;S-60.85;S14.73;S6.55;S-6.02;S9.36;S4.97;S123.21;S64.31;S-0.22;S44.0;S0.13
k releve;1;S-14.46;S86.73;S7.78;S-88.84;S73.75;S26.83;S7.18;S8.59;S1.36;S2.86;S-8.75;S118.73;S64.4;S-29.05;S-94.11;S-20.79;S-18.24;S-72.87;S-56.45;S12.44;S-7.78;S-15.96;S13.49;S-13.14;S120.75;S63.08;S-1.19;S19.3;S-8.22
toto;1;S-42.42;S72.48;S3.47;S-20.18;S86.95;S62.9;S2.49;S8.01;S2.33;S1.98;S-40.31;S123.74;S64.57;S-29.85;S-94.2;S-20.79;S-18.59;S-71.99;S-55.87;S-10.95;S-17.89;S-13.93;S7.69;S-40.92;S123.12;S62.99;S32.22;S50.42;S6.99
toto;1;S-43.47;S72.4;S3.82;S-21.93;S86.66;S62.32;S2.49;S22.08;S1.98;S1.98;S-41.19;S123.65;S64.92;S-12.79;S-78.2;S3.74;S-105.45;S-70.23;S-55.87;S-11.56;S-18.95;S-14.64;S7.34;S-41.54;S122.86;S63.34;S32.22;S50.95;S5.76
toto;1;S-48.84;S51.12;S4.44;S-4.0;S24.19;S61.44;S-0.15;S0.97;S-4.09;S0.57;S-89.98;S123.65;S64.84;S-74.95;S-93.49;S9.89;S-19.74;S-76.1;S-64.37;S9.36;S17.36;S-20.44;S1.8;S-92.0;S122.77;S63.25;S-18.68;S3.91;S11.47
toto;1;S15.16;S25.8;S11.12;S-56.04;S22.43;S59.68;S-2.49;S22.67;S-3.47;S-0.22;S-90.59;S123.91;S64.66;S-75.91;S-92.18;S10.07;S-20.88;S-74.63;S-62.61;S8.75;S17.63;S-20.0;S1.19;S-92.18;S122.51;S63.43;S-19.12;S4.18;S11.3
toto;1;S13.67;S25.54;S9.98;S-55.52;S21.55;S64.66;S-6.89;S23.26;S-6.11;S-1.19;S-90.95;S122.42;S64.4;S-62.9;S-97.71;S-17.1;S-34.68;S-78.45;S-59.97;S-8.75;S26.07;S-20.18;S-16.31;S-92.0;S122.42;S62.64;S-31.16;S8.57;S11.3
toto;1;S60.62;S-25.98;S-49.54;S-49.1;S21.26;S62.02;S-6.3;S22.96;S-3.21;S-5.14;S-73.01;S87.16;S63.08;S-52.09;S-100.18;S-0.04;S-7.34;S-74.34;S-76.98;S-5.14;S10.59;S-13.93;S-7.34;S-73.1;S87.16;S62.9;S-3.12;S-1.01;S15.25
