Name;Duration;r_shoulder_y;r_shoulder_x;r_arm_z;r_elbow_y;r_wrist_z;r_wrist_x;head_z;head_y;l_hip_x;l_hip_z;l_hip_y;l_knee_y;l_ankle_y;l_shoulder_y;l_shoulder_x;l_arm_z;l_elbow_y;l_wrist_z;l_wrist_x;bust_y;bust_x;r_hip_x;r_hip_z;r_hip_y;r_knee_y;r_ankle_y;abs_x;abs_y;abs_z
assise fier;5.0;S13.41;S70.64;S14.81;S-32.92;S39.74;S57.04;S-30.06;S-4.02;S13.67;S20.26;S-80.48;M;S-14.22;S7.87;S-83.03;S27.3;S-31.16;S-68.48;S-51.76;S-19.56;S-3.3;S-15.6;S-14.99;S-81.19;M;S-24.19;S2.24;S13.23;S4.26
toto;1.0;S21.93;S74.33;S-5.14;S-55.08;S51.76;S40.32;S-15.98;S1.55;S10.15;S20.09;S-76.35;S2.24;S-13.64;S10.59;S-84.26;S7.08;S-33.54;S-39.44;S-59.09;S7.87;S3.03;S-13.93;S-14.9;S-75.82;S1.36;S-23.9;S0.13;S-1.54;S2.95
toto;1;S20.7;S56.75;S14.9;S-69.32;S73.17;S16.57;S-15.69;S1.55;S6.29;S20.35;S-71.43;S2.33;S-13.93;S23.25;S-93.41;S6.37;S-2.24;S-32.11;S-49.12;S-2.24;S1.8;S-18.07;S-13.23;S-67.91;S0.22;S-24.19;S13.14;S-6.11;S-21.49
toto;1;S-0.48;S76.26;S31.08;S-74.15;S62.32;S-1.03;S-15.98;S1.26;S20.0;S18.68;S-31.52;S-0.75;S-14.22;S38.11;S-93.14;S41.19;S-71.43;S-44.72;S-32.7;S18.24;S-46.37;S-20.88;S9.63;S-33.27;S-0.75;S-24.49;S36.18;S-5.32;S-47.25
k coude;2.0;S32.13;S92.18;S-2.07;S-92.44;S72.29;S-2.49;S-15.98;S0.67;S20.0;S13.14;S-30.64;S53.14;S-15.69;S25.27;S-77.93;S14.29;S-85.23;S-66.42;S-0.73;S33.98;S-25.89;S-19.74;S1.27;S-2.15;S-0.84;S-21.26;S23.16;S26.33;S-12.0
k allonge;2.0;S33.36;S48.66;S66.59;S-55.87;S0.0;S0.0;S0.15;S25.6;S19.38;S12.79;S-30.37;S54.99;S-15.6;S34.07;S-27.03;S-67.03;S-76.97;S0.0;S0.0;S-0.92;S-5.76;S-19.56;S0.92;S-3.03;S-1.19;S-20.44;S17.27;S-6.02;S11.38
k sexy;3.0;S-23.16;S-48.57;S-63.16;S-97.36;S0.0;S0.0;S0.44;S25.6;S19.03;S12.79;S-30.2;S54.73;S-15.69;S-17.98;S38.55;S68.88;S-101.58;S0.0;S0.0;S-22.29;S0.13;S-19.21;S1.01;S-4.0;S-1.19;S-20.44;S3.74;S1.19;S7.25
k sexy jambes;2.0;S-24.22;S-49.01;S-63.6;S-96.92;S0.0;S0.0;S0.73;S-0.79;S20.7;S22.46;S-43.56;S70.37;S-15.69;S-18.59;S38.73;S69.49;S-101.32;S0.0;S0.0;S-19.65;S0.4;S-21.23;S-23.6;S-48.22;S75.03;S-20.35;S4.09;S0.84;S7.6
k bras 1;3.0;S-78.55;S61.49;S91.38;S-39.6;S-81.96;S-28.01;S10.41;S4.78;S19.65;S21.58;S-43.47;S67.65;S-15.1;S-65.8;S-30.64;S-82.86;S-77.76;S74.05;S-14.81;S-17.36;S-13.85;S-18.95;S-23.25;S-46.11;S73.27;S-20.97;S3.82;S-2.24;S10.07
k bras 2;1;S-64.75;S74.51;S81.19;S-41.71;S-81.38;S-34.46;S10.7;S4.49;S19.47;S21.58;S-43.21;S66.42;S-15.1;S-64.84;S-63.25;S-90.86;S-52.26;S76.98;S24.78;S-16.31;S-13.49;S-18.86;S-23.34;S-45.58;S72.48;S-20.97;S3.82;S-2.59;S10.33
k jambes;1;S-66.42;S78.46;S48.04;S-41.8;S-52.64;S-47.65;S11.29;S4.78;S19.65;S21.76;S-73.8;S102.37;S-13.93;S-72.92;S-78.99;S-83.38;S-43.38;S69.65;S31.52;S-15.6;S-13.23;S-7.69;S-25.63;S-69.67;S100.09;S-20.67;S3.91;S-4.18;S10.33
toto;1;S-73.89;S75.82;S77.76;S-65.8;S-78.15;S-33.58;S11.0;S4.78;S19.38;S21.58;S-71.16;S103.16;S-13.93;S-78.73;S-73.89;S-101.14;S-67.74;S80.79;S34.46;S-15.25;S-12.88;S-7.78;S-25.54;S-66.24;S100.62;S-20.67;S3.74;S-5.49;S11.03
